# for gnuplot plotting
##     # results d=1             d=2                   d=3
5      5.070944977850197        6.66387995167312      7.869985408646998
9      9.0                      9.0                   9.0  
7      7.782874571268342        8.999999999999893     8.999999999999968
6      7.782874571268342        8.999999999999893     8.999999999999968
9      9.0                      9.0                   9.0  
4      5.560798089786114        6.7898434821907925    7.999999999999916
5      5.560798089786114        6.7898434821907925    7.999999999999916
4      5.560798089786114        6.7898434821907925    7.999999999999916
8      8.0                      8.0                   8.0  
3      4.750389793002767        6.0020224034205985    7.832204384502434
6      6.0                      6.0020224034205985    7.832204384502434
5      5.0                      6.0020224034205985    7.832204384502434
2      4.625584689504232        6.0020224034205985    7.832204384502434
5      5.0                      6.0020224034205985    7.832204384502434
1      3.6255846895042323       6.0020224034205985    7.832204384502434
8      8.0                      8.0                   8.0  
4      5.094736271508251        7.10646721857445      7.9999999999999  
4      5.094736271508251        7.10646721857445      7.9999999999999  
2      5.094736271508251        7.10646721857445      7.9999999999999  
5      5.094736271508251        7.10646721857445      7.9999999999999  
7      7.0                      7.10646721857445      7.9999999999999  
6      6.994151412786946        7.10646721857445      7.9999999999999  
5      6.994151412786946        7.10646721857445      7.9999999999999  
8      8.0                      8.0                   8.0  
4      5.312903714181557        6.902513558536988     7.9999999999999  
3      5.312903714181557        6.902513558536988     7.9999999999999  
6      6.0                      6.902513558536988     7.9999999999999  
5      5.312903714181557        6.902513558536988     7.9999999999999  
2      5.312903714181557        6.902513558536988     7.9999999999999  
7      7.0                      7.0                   7.9999999999999  
9      9.0                      9.0                   9.0  
5      6.635901149176204        7.6826059251277075    8.748877135988836
7      7.0                      7.6826059251277075    8.748877135988836
5      6.066270983184084        7.6826059251277075    8.748877135988836
6      6.066270983184084        7.6826059251277075    8.748877135988836
3      6.066270983184084        7.6826059251277075    8.748877135988836
7      7.0                      7.6826059251277075    8.748877135988836
7      7.0                      7.6826059251277075    8.748877135988836
4      6.129889361207595        7.6826059251277075    8.748877135988836
4      6.129889361207595        7.6826059251277075    8.748877135988836
6      6.129889361207595        7.6826059251277075    8.748877135988836
7      7.0                      7.6826059251277075    8.748877135988836
6      6.772347372537585        7.6826059251277075    8.748877135988836
5      6.772347372537585        7.6826059251277075    8.748877135988836
6      6.772347372537585        7.6826059251277075    8.748877135988836
6      6.772347372537585        7.6826059251277075    8.748877135988836
5      6.772347372537585        7.6826059251277075    8.748877135988836
5      6.772347372537585        7.6826059251277075    8.748877135988836
5      6.772347372537585        7.6826059251277075    8.748877135988836
8      8.0                      8.0                   8.748877135988836
5      5.591687604603919        7.185424863700049     8.748877135988836
3      5.591687604603919        7.185424863700049     8.748877135988836
4      5.591687604603919        7.185424863700049     8.748877135988836
8      8.0                      8.0                   8.748877135988836
9      9.0                      9.0                   9.0  
4      5.686126485182229        6.535330443100524     8.109072183520007
6      6.0                      6.535330443100524     8.109072183520007
5      5.236492755800295        6.535330443100524     8.109072183520007
1      5.236492755800295        6.535330443100524     8.109072183520007
5      5.236492755800295        6.535330443100524     8.109072183520007
4      5.236492755800295        6.535330443100524     8.109072183520007
5      5.236492755800295        6.535330443100524     8.109072183520007
8      8.0                      8.0                   8.109072183520007
5      7.327424780339938        7.999999999999988     8.109072183520007
7      7.327424780339938        7.999999999999988     8.109072183520007
8      8.0                      8.0                   8.109072183520007
2      6.091222176000567        7.934136762273126     8.109072183520007
5      6.091222176000567        7.934136762273126     8.109072183520007
7      7.0                      7.934136762273126     8.109072183520007
6      6.999999999999978        7.934136762273126     8.109072183520007
6      6.999999999999978        7.934136762273126     8.109072183520007
7      7.0                      7.934136762273126     8.109072183520007
8      8.0                      8.0                   8.109072183520007
8      8.0                      8.0                   8.109072183520007
3      4.999999999999988        6.22651559612284      8.109072183520007
5      5.0                      6.22651559612284      8.109072183520007
5      5.0                      6.22651559612284      8.109072183520007
0      3.7127798603089857       6.22651559612284      8.109072183520007
1      3.7127798603089857       6.22651559612284      8.109072183520007
7      7.0                      7.0                   8.109072183520007
7      7.0                      7.0                   8.109072183520007
8      8.0                      8.0                   8.109072183520007
4      4.999999999999968        6.382114356500231     8.109072183520007
2      4.999999999999968        6.382114356500231     8.109072183520007
5      5.0                      6.382114356500231     8.109072183520007
1      4.680874761889941        6.382114356500231     8.109072183520007
3      4.680874761889941        6.382114356500231     8.109072183520007
5      5.0                      6.382114356500231     8.109072183520007
3      4.999999999999968        6.382114356500231     8.109072183520007
4      4.999999999999968        6.382114356500231     8.109072183520007
3      4.999999999999968        6.382114356500231     8.109072183520007
5      5.0                      6.382114356500231     8.109072183520007
6      6.0                      6.382114356500231     8.109072183520007
7      7.0                      7.0                   8.109072183520007
8      8.0                      8.0                   8.109072183520007
7      7.0                      7.132719557815738     8.109072183520007
6      6.0                      7.132719557815738     8.109072183520007
3      4.887640858328304        7.132719557815738     8.109072183520007
2      4.887640858328304        7.132719557815738     8.109072183520007
7      7.0                      7.132719557815738     8.109072183520007
3      6.418639975442311        7.132719557815738     8.109072183520007
6      6.418639975442311        7.132719557815738     8.109072183520007
7      7.0                      7.132719557815738     8.109072183520007
1      3.3023679705307933       7.132719557815738     8.109072183520007
10     10.0                     10.0                  10.0  
5      6.346044254361319        7.778670806978137     8.999999999999973
5      6.346044254361319        7.778670806978137     8.999999999999973
7      7.0                      7.778670806978137     8.999999999999973
5      6.784518943837956        7.778670806978137     8.999999999999973
6      6.784518943837956        7.778670806978137     8.999999999999973
6      6.784518943837956        7.778670806978137     8.999999999999973
6      6.784518943837956        7.778670806978137     8.999999999999973
5      6.784518943837956        7.778670806978137     8.999999999999973
9      9.0                      9.0                   9.0  
4      5.7601103975021415       7.096813863336189     8.503272402260375
6      6.0                      7.096813863336189     8.503272402260375
4      5.966758664585115        7.096813863336189     8.503272402260375
5      5.966758664585115        7.096813863336189     8.503272402260375
8      8.0                      8.0                   8.503272402260375
7      7.324237016566605        7.999999999999968     8.503272402260375
4      7.324237016566605        7.999999999999968     8.503272402260375
7      7.324237016566605        7.999999999999968     8.503272402260375
8      8.0                      8.0                   8.503272402260375
8      8.0                      8.0                   8.503272402260375
6      6.0                      7.353234630544919     8.503272402260375
3      5.434741364609989        7.353234630544919     8.503272402260375
5      5.434741364609989        7.353234630544919     8.503272402260375
3      5.434741364609989        7.353234630544919     8.503272402260375
7      7.0                      7.353234630544919     8.503272402260375
1      6.0027271364303205       7.353234630544919     8.503272402260375
6      6.0027271364303205       7.353234630544919     8.503272402260375
5      6.0027271364303205       7.353234630544919     8.503272402260375
4      6.0027271364303205       7.353234630544919     8.503272402260375
6      6.0027271364303205       7.353234630544919     8.503272402260375
4      6.0027271364303205       7.353234630544919     8.503272402260375
6      6.0027271364303205       7.353234630544919     8.503272402260375
7      7.0                      7.353234630544919     8.503272402260375
9      9.0                      9.0                   9.0  
7      7.0                      7.999999999999894     8.438635741652933
7      7.0                      7.999999999999894     8.438635741652933
3      6.925659532679977        7.999999999999894     8.438635741652933
7      7.0                      7.999999999999894     8.438635741652933
5      6.999999999999974        7.999999999999894     8.438635741652933
5      6.999999999999974        7.999999999999894     8.438635741652933
7      7.0                      7.999999999999894     8.438635741652933
8      8.0                      8.0                   8.438635741652933
7      7.0                      7.029514875615999     8.438635741652933
4      5.999999999999913        7.029514875615999     8.438635741652933
6      6.0                      7.029514875615999     8.438635741652933
0      4.269334557230328        7.029514875615999     8.438635741652933
4      4.269334557230328        7.029514875615999     8.438635741652933
6      6.0                      7.029514875615999     8.438635741652933
7      7.0                      7.029514875615999     8.438635741652933
3      6.502572953070537        7.029514875615999     8.438635741652933
6      6.502572953070537        7.029514875615999     8.438635741652933
6      6.502572953070537        7.029514875615999     8.438635741652933
7      7.0                      7.029514875615999     8.438635741652933
4      4.609899592575582        7.029514875615999     8.438635741652933
2      4.609899592575582        7.029514875615999     8.438635741652933
9      9.0                      9.0                   9.0  
0      1.5819263819525369       3.163852763905084     7.370545977011293
8      8.0                      8.0                   8.0  
6      6.0                      6.375400567185848     7.999999999999485
4      5.9999999999999805       6.375400567185848     7.999999999999485
6      6.0                      6.375400567185848     7.999999999999485
4      4.0                      6.375400567185848     7.999999999999485
0      3.9385014179646753       6.375400567185848     7.999999999999485
8      8.0                      8.0                   8.0  
4      5.394648060279577        7.231436896447308     7.999999999999899
4      5.394648060279577        7.231436896447308     7.999999999999899
7      7.0                      7.231436896447308     7.999999999999899
5      5.9527583961245485       7.231436896447308     7.999999999999899
4      5.9527583961245485       7.231436896447308     7.999999999999899
7      7.0                      7.231436896447308     7.999999999999899
5      5.99999999999998         7.231436896447308     7.999999999999899
6      6.0                      7.231436896447308     7.999999999999899
3      5.760240952636981        7.231436896447308     7.999999999999899
5      5.760240952636981        7.231436896447308     7.999999999999899
3      5.760240952636981        7.231436896447308     7.999999999999899
3      5.760240952636981        7.231436896447308     7.999999999999899
6      6.0                      7.231436896447308     7.999999999999899
7      7.0                      7.231436896447308     7.999999999999899
6      6.999999999999918        7.231436896447308     7.999999999999899
10     10.0                     10.0                  10.0  
6      6.928740373312007        7.285984597299223     8.615880697633543
5      6.928740373312007        7.285984597299223     8.615880697633543
7      7.0                      7.285984597299223     8.615880697633543
2      3.714488447974413        7.285984597299223     8.615880697633543
8      8.0                      8.0                   8.615880697633543
5      7.400511984824938        7.9999999999999805    8.615880697633543
7      7.400511984824938        7.9999999999999805    8.615880697633543
7      7.400511984824938        7.9999999999999805    8.615880697633543
6      7.400511984824938        7.9999999999999805    8.615880697633543
8      8.0                      8.0                   8.615880697633543
7      7.53286720008105         7.9999999999999805    8.615880697633543
7      7.53286720008105         7.9999999999999805    8.615880697633543
6      7.53286720008105         7.9999999999999805    8.615880697633543
5      7.53286720008105         7.9999999999999805    8.615880697633543
7      7.53286720008105         7.9999999999999805    8.615880697633543
8      8.0                      8.0                   8.615880697633543
6      7.556702131579997        7.9999999999999805    8.615880697633543
8      8.0                      8.0                   8.615880697633543
7      7.0                      7.0                   8.615880697633543
3      4.925660753675301        6.999999999999964     8.615880697633543
7      7.0                      7.0                   8.615880697633543
7      7.0                      7.0                   8.615880697633543
3      5.999999999999977        6.999999999999964     8.615880697633543
6      6.0                      6.999999999999964     8.615880697633543
6      6.0                      6.999999999999964     8.615880697633543
6      6.0                      6.999999999999964     8.615880697633543
0      4.453020324409735        6.999999999999964     8.615880697633543
7      7.0                      7.0                   8.615880697633543
2      3.3714155577669866       6.5557347106908415    8.615880697633543
0      3.3714155577669866       6.5557347106908415    8.615880697633543
6      6.0                      6.5557347106908415    8.615880697633543
8      8.0                      8.0                   8.615880697633543
5      6.585067695202123        7.999999999999974     8.615880697633543
8      8.0                      8.0                   8.615880697633543
5      5.57927898027113         6.959071770886087     8.615880697633543
4      5.57927898027113         6.959071770886087     8.615880697633543
4      5.57927898027113         6.959071770886087     8.615880697633543
8      8.0                      8.0                   8.615880697633543
6      6.999999999999913        7.767465377766013     8.615880697633543
7      7.0                      7.767465377766013     8.615880697633543
6      6.0                      7.767465377766013     8.615880697633543
5      5.948377908415901        7.767465377766013     8.615880697633543
3      5.948377908415901        7.767465377766013     8.615880697633543
6      6.0                      7.767465377766013     8.615880697633543
3      5.448377908415901        7.767465377766013     8.615880697633543
4      5.448377908415901        7.767465377766013     8.615880697633543
7      7.0                      7.767465377766013     8.615880697633543
2      5.122400494256516        7.767465377766013     8.615880697633543
6      6.0                      7.767465377766013     8.615880697633543
7      7.0                      7.767465377766013     8.615880697633543
6      6.9999999999999485       7.767465377766013     8.615880697633543
6      6.9999999999999485       7.767465377766013     8.615880697633543
5      6.9999999999999485       7.767465377766013     8.615880697633543
6      6.9999999999999485       7.767465377766013     8.615880697633543
6      6.9999999999999485       7.767465377766013     8.615880697633543
7      7.0                      7.767465377766013     8.615880697633543
6      6.955040626057682        7.767465377766013     8.615880697633543
6      6.955040626057682        7.767465377766013     8.615880697633543
3      6.955040626057682        7.767465377766013     8.615880697633543
8      8.0                      8.0                   8.615880697633543
8      8.0                      8.0                   8.615880697633543
2      5.1440518373613155       7.620303170448635     8.615880697633543
6      6.0                      7.620303170448635     8.615880697633543
3      5.999999999999986        7.620303170448635     8.615880697633543
5      5.999999999999986        7.620303170448635     8.615880697633543
6      6.0                      7.620303170448635     8.615880697633543
5      5.999999999999986        7.620303170448635     8.615880697633543
6      6.0                      7.620303170448635     8.615880697633543
4      5.999999999999986        7.620303170448635     8.615880697633543
7      7.0                      7.620303170448635     8.615880697633543
4      5.566360945474968        7.620303170448635     8.615880697633543
4      5.566360945474968        7.620303170448635     8.615880697633543
7      7.0                      7.620303170448635     8.615880697633543
6      6.999999999999909        7.620303170448635     8.615880697633543
7      7.0                      7.620303170448635     8.615880697633543
4      6.519449701854853        7.620303170448635     8.615880697633543
7      7.0                      7.620303170448635     8.615880697633543
5      6.626238656998199        7.620303170448635     8.615880697633543
6      6.626238656998199        7.620303170448635     8.615880697633543
3      6.626238656998199        7.620303170448635     8.615880697633543
8      8.0                      8.0                   8.615880697633543
9      9.0                      9.0                   9.0  
7      7.0                      7.0                   7.810228630325593
5      5.322210936625287        6.64442187325065      7.810228630325593
3      5.322210936625287        6.64442187325065      7.810228630325593
4      5.322210936625287        6.64442187325065      7.810228630325593
4      5.322210936625287        6.64442187325065      7.810228630325593
4      5.322210936625287        6.64442187325065      7.810228630325593
4      5.322210936625287        6.64442187325065      7.810228630325593
7      7.0                      7.0                   7.810228630325593
3      4.830753604558108        6.661507209116293     7.810228630325593
9      9.0                      9.0                   9.0  
7      7.0                      7.0                   7.78013489443983 
4      6.398098727939138        6.999999999999984     7.78013489443983 
6      6.398098727939138        6.999999999999984     7.78013489443983 
7      7.0                      7.0                   7.78013489443983 
3      5.674267126321668        6.999999999999984     7.78013489443983 
5      5.674267126321668        6.999999999999984     7.78013489443983 
4      5.674267126321668        6.999999999999984     7.78013489443983 
5      5.674267126321668        6.999999999999984     7.78013489443983 
5      5.674267126321668        6.999999999999984     7.78013489443983 
7      7.0                      7.0                   7.78013489443983 
0      1.8462393023409627       3.9428035124894447    7.78013489443983 
7      7.0                      7.0                   7.78013489443983 
0      3.666882680917647        6.361827295817877     7.78013489443983 
5      5.0                      6.361827295817877     7.78013489443983 
4      4.999999999999932        6.361827295817877     7.78013489443983 
7      7.0                      7.0                   7.78013489443983 
5      5.166743814613396        6.999999999999974     7.78013489443983 
2      5.166743814613396        6.999999999999974     7.78013489443983 
10     10.0                     10.0                  10.0  
8      8.0                      8.0                   8.668987621573796
2      5.188950596817099        7.252320954907208     8.668987621573796
4      5.188950596817099        7.252320954907208     8.668987621573796
6      6.0                      7.252320954907208     8.668987621573796
3      5.626740716180523        7.252320954907208     8.668987621573796
8      8.0                      8.0                   8.668987621573796
9      9.0                      9.0                   9.0  
1      3.8230513649426943       7.7912187630879375    8.877072281167095
6      6.0                      7.7912187630879375    8.877072281167095
7      7.0                      7.7912187630879375    8.877072281167095
7      7.0                      7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
4      6.765354923153929        7.7912187630879375    8.877072281167095
5      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
5      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
6      6.765354923153929        7.7912187630879375    8.877072281167095
5      6.765354923153929        7.7912187630879375    8.877072281167095
7      7.0                      7.7912187630879375    8.877072281167095
6      6.694671435983373        7.7912187630879375    8.877072281167095
5      6.694671435983373        7.7912187630879375    8.877072281167095
5      6.694671435983373        7.7912187630879375    8.877072281167095
8      8.0                      8.0                   8.877072281167095
6      7.422652105437605        7.999999999999983     8.877072281167095
6      7.422652105437605        7.999999999999983     8.877072281167095
7      7.422652105437605        7.999999999999983     8.877072281167095
6      7.422652105437605        7.999999999999983     8.877072281167095
9      9.0                      9.0                   9.0  
4      7.011812230793547        8.223624461587107     8.999999999999888
6      7.011812230793547        8.223624461587107     8.999999999999888
6      7.011812230793547        8.223624461587107     8.999999999999888
7      7.011812230793547        8.223624461587107     8.999999999999888
6      7.011812230793547        8.223624461587107     8.999999999999888
9      9.0                      9.0                   9.0  
9      9.0                      9.0                   9.0  
7      7.999999999999973        7.999999999999975     8.469446125518253
8      8.0                      8.0                   8.469446125518253
5      5.0                      5.999999999999984     8.469446125518253
2      4.5893882773480845       5.999999999999984     8.469446125518253
3      4.5893882773480845       5.999999999999984     8.469446125518253
6      6.0                      6.0                   8.469446125518253
0      1.492420198105679        4.746088141532336     8.469446125518253
0      1.492420198105679        4.746088141532336     8.469446125518253
8      8.0                      8.0                   8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
4      6.999999999999982        7.999999999999796     8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
6      6.999999999999982        7.999999999999796     8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
5      6.999999999999982        7.999999999999796     8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
3      6.088272247070264        7.999999999999796     8.469446125518253
7      7.0                      7.999999999999796     8.469446125518253
5      6.573560205891884        7.999999999999796     8.469446125518253
3      6.573560205891884        7.999999999999796     8.469446125518253
8      8.0                      8.0                   8.469446125518253
5      7.423539265885418        7.9999999999999       8.469446125518253
7      7.423539265885418        7.9999999999999       8.469446125518253
9      9.0                      9.0                   9.0  
5      6.614773414658664        7.955520069707405     8.231049290515244
4      6.614773414658664        7.955520069707405     8.231049290515244
3      6.614773414658664        7.955520069707405     8.231049290515244
7      7.0                      7.955520069707405     8.231049290515244
7      7.0                      7.955520069707405     8.231049290515244
7      7.0                      7.955520069707405     8.231049290515244
7      7.0                      7.955520069707405     8.231049290515244
8      8.0                      8.0                   8.231049290515244
5      5.608085650015011        6.912128475022651     8.231049290515244
5      5.608085650015011        6.912128475022651     8.231049290515244
2      5.608085650015011        6.912128475022651     8.231049290515244
6      6.0                      6.912128475022651     8.231049290515244
8      8.0                      8.0                   8.231049290515244
4      4.0                      5.269480841692598     8.231049290515244
1      3.769480841692616        5.269480841692598     8.231049290515244
7      7.0                      7.0                   8.231049290515244
3      5.679608742489485        6.999999999999952     8.231049290515244
5      5.679608742489485        6.999999999999952     8.231049290515244
5      5.679608742489485        6.999999999999952     8.231049290515244
7      7.0                      7.0                   8.231049290515244
6      6.0                      6.847404208462892     8.231049290515244
1      4.065180619060891        6.847404208462892     8.231049290515244
7      7.0                      7.0                   8.231049290515244
2      5.748679472386733        6.999999999999952     8.231049290515244
5      5.748679472386733        6.999999999999952     8.231049290515244
5      5.748679472386733        6.999999999999952     8.231049290515244
5      5.748679472386733        6.999999999999952     8.231049290515244
5      5.748679472386733        6.999999999999952     8.231049290515244
9      9.0                      9.0                   9.0  
4      7.01476528849194         8.52953057698381      8.99999999999992 
7      7.01476528849194         8.52953057698381      8.99999999999992 
9      9.0                      9.0                   9.0  
5      5.647889842666292        6.999999999999977     8.06924633801935 
3      5.647889842666292        6.999999999999977     8.06924633801935 
4      5.647889842666292        6.999999999999977     8.06924633801935 
5      5.647889842666292        6.999999999999977     8.06924633801935 
6      6.0                      6.999999999999977     8.06924633801935 
4      5.999999999999962        6.999999999999977     8.06924633801935 
5      5.999999999999962        6.999999999999977     8.06924633801935 
7      7.0                      7.0                   8.06924633801935 
7      7.0                      7.0                   8.06924633801935 
6      6.0                      6.3380339260942264    8.06924633801935 
4      5.999999999999942        6.3380339260942264    8.06924633801935 
6      6.0                      6.3380339260942264    8.06924633801935 
4      4.059862303332784        6.3380339260942264    8.06924633801935 
0      4.059862303332784        6.3380339260942264    8.06924633801935 
6      6.0                      6.3380339260942264    8.06924633801935 
1      3.471834763999352        6.3380339260942264    8.06924633801935 
8      8.0                      8.0                   8.06924633801935 
7      7.0                      7.152229014065579     8.06924633801935 
6      6.0                      7.152229014065579     8.06924633801935 
3      5.999999999999988        7.152229014065579     8.06924633801935 
6      6.0                      7.152229014065579     8.06924633801935 
5      5.999999999999988        7.152229014065579     8.06924633801935 
4      5.999999999999988        7.152229014065579     8.06924633801935 
6      6.0                      7.152229014065579     8.06924633801935 
1      4.312529387783598        7.152229014065579     8.06924633801935 
7      7.0                      7.152229014065579     8.06924633801935 
7      7.0                      7.152229014065579     8.06924633801935 
5      5.999999999999971        7.152229014065579     8.06924633801935 
6      6.0                      7.152229014065579     8.06924633801935 
1      5.829188217707903        7.152229014065579     8.06924633801935 
6      6.0                      7.152229014065579     8.06924633801935 
5      5.999999999999971        7.152229014065579     8.06924633801935 
9      9.0                      9.0                   9.0  
5      7.019687051322592        8.99999999999993      8.999999999999982
9      9.0                      9.0                   9.0  
5      7.221655756454835        8.999999999999979     8.999999999999982
9      9.0                      9.0                   9.0  
9      9.0                      9.0                   9.0  
4      4.0                      4.375988611198971     6.75562097592014 
0      2.2216557564548487       4.375988611198971     6.75562097592014 
0      2.2216557564548487       4.375988611198971     6.75562097592014 
8      8.0                      8.0                   8.0  
4      4.481103837636623        6.042655277865563     7.999999999999978
4      4.481103837636623        6.042655277865563     7.999999999999978
1      4.481103837636623        6.042655277865563     7.999999999999978
7      7.0                      7.0                   7.999999999999978
###Resulting water and ground levels:
 


  


 
 



 


 
 



 

 
 





 
 

 
 


  






 
 
 


  
  
  

 


 
 

 
 

 
 

 

 
 

 
 


 


 
 
 
 
 


 
 


 
 











  


 

 

 

  

 
 
 

  

 
 




 
 
 
 
 
 
 
 
 
 
 
 
 

 
 
 
 
 


  

 
 
 
 

 
 

 
 

  



 
 
 








 
 
 


 

 
 
 

 

 
 
 




 

 

  





 





 
 
 
 
 
 
 
 

 
 
 
 
 

  

 
 
 
 
 
 
 




 






 



 



 
 
 
 
 


  

 
 



 

  
  
  


 



  

 

 
 
 
 

 


 
 

 


 

 
 

 
 
 


 
 
 
 


 
 




 
 



  
  

  

  
  
  

  


  

  


 



  
  


  



 
 
 

 



 
 
 
 
 
 
 

 
 

 


 
 

 


 
 


 





 


  
  


 

 

 

 
 

 
 

 
 

 

 
 



  
  
  
  
  
  


 

 
 
 
 
 

 
 
 

 
 
 
 
 
 
 
 
 
 

  

 

  

 
 
 
 

 
 

 


 
 



 
 









 
 
 

 
 
 
 
 
 

 
 
 




 

 
 
 

 

 
 
 
 







 
 

  
  


  
  
  
  

 

 




 

 
 
 
 

 
 

 

  
  

 
 

 
 

 

 

 
 
 

 
 

 
 
 

 


 

  

 
 
 
 

 
 

 
 

 
 


 

 
 
 


 
 
 

 
 
 
 
 
 
 

 
 
 


 

 
 
 
 
 

 
 

 
 

 
 



 


  
  



 
 

 
 

 
 
 






 
 

 
 

  

 
 

 
 
 
 
 

  

 
 

 
 
 



 
 
 

  
  
  
  
  
  
  




 

 
 



 

 
 


 
 
 

 
 

  


  


  

 
 

  
  



 
 
 
 


 

 
 

 

 
 
 
 







 


 


 



 

  
  


 





 


 
 

 
 

 


  
  
  
  
  

 
 
 


  

 
 

 

 

 
 

 

 

 
 
 



 
 
 
 
 
 

 


 
 

 
 
 
 
 

  

 

 

 
 


 
 

 


  



 
 
 
 
 
 
 
 
 
 
 

 
 
 

 
 
 
 

 
 
 
 
 


 


  
  

 
 



 

 

 

 

 
 

 
 

 
 
 





 
 
 



 

 
 
 


 

 
 
 
 
 




 
 
 
 

 
 



 

 
 

 



 

 
 

 


 

 

 

 

 



  
  

 
 
 

